album,artist name,track name,min_played
BALLADS 1,Joji,SLOW DANCING IN THE DARK,7526
Document (R.E.M. No. 5),R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),3575
A/B,KALEO,Way down We Go,1393
Chase Atlantic,Chase Atlantic,Into It,1021
Scaled And Icy,Twenty One Pilots,Mulberry Street,1277
Skate,Bruno Mars,Skate,203122
everything i wanted,Billie Eilish,everything i wanted,49565
The Search for Everything,John Mayer,Still Feel Like Your Man,234920
SINO,Café Tacvba,Quiero Ver,205573
AM,Arctic Monkeys,R U Mine?,201726
Justice,Justin Bieber,Unstable (feat. The Kid LAROI),158324
Ciclos,Luis Enrique,Yo No Sé Mañana,259853
AM,Arctic Monkeys,I Wanna Be Yours,183956
AM,Arctic Monkeys,Do I Wanna Know?,272394
Lost in You,khai dreams,Lost in You,101000
diary 001,Clairo,Hello?,135016
Sunflower,Rex Orange County,Sunflower,48151
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,65548
Sob Rock,John Mayer,Carry Me Away,159133
Dancing with my phone,HYBS,Dancing with my phone,203532
"Superclean, Vol. II",The Marías,Over the Moon,182900
I Love You.,The Neighbourhood,Sweater Weather,14764
SOUR,Olivia Rodrigo,drivers license,1230
Everyday Is Christmas,Sia,Snowman,1114
Nothing Happens,Wallows,Are You Bored Yet? (feat. Clairo),1416
Everyday Is Christmas,Sia,Snowman,165906
Nothing Happens,Wallows,Are You Bored Yet? (feat. Clairo),178000
Cariño,The Marías,Cariño,258713
Planet Her,Doja Cat,Woman,172626
En Français,Pomplamoose,Les Champs-Elysées,36357
Nothing Was The Same,Drake,"Hold On, We're Going Home",1996
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),204763
La Trenza,Mon Laferte,Mi Buen Amor,227586
Pom Poms,Jonas Brothers,Pom Poms,9268
Voluma,León Larregui,Locos,1532
El Tiempo Locura Todo,Jósean Log,Pruébame a Ti,1973
Hasta el Fin Del Mundo,Kevin Kaarl,Colapso,766
Todo Lo Mio,Myriam Hernandez,El Hombre Que Yo Amo,1718
RAS Portraits,Gondwana,Sentimento Original,998
LM5 (Deluxe),Little Mix,Told You So,928
Dua Lipa,Dua Lipa,IDGAF,1741
Nothing Was The Same,Drake,"Hold On, We're Going Home",696
Mad at Disney,salem ilese,Mad at Disney,1021
La Trenza,Mon Laferte,Flaco,1207
Mad at Disney,salem ilese,Mad at Disney,136838
La Trenza,Mon Laferte,Flaco,256773
"Fijación Oral, Vol. 1",Shakira,Dia de Enero,173133
Parachutes,Coldplay,Yellow,266773
Fine Line,Harry Styles,Golden,48975
The Getaway,Red Hot Chili Peppers,Dark Necessities,510
Beauty Behind The Madness,The Weeknd,Angel,998
The Getaway,Red Hot Chili Peppers,Dark Necessities,302000
Beauty Behind The Madness,The Weeknd,Angel,377346
Palmar,Caloncho,Palmar,36685
Mientras Tú Dormías,Carla Morrison,Compartir,1184
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",118848
More Life,Drake,Teenage Fever,156300
Primer Dia de Clases,Mora,Tuyo,240426
Primer Dia de Clases,Mora,Primer Dia de Clases,126293
Primer Dia de Clases,Mora,La Receta,5013
Primer Dia de Clases,Mora,Cuando Sera,6570
Primer Dia de Clases,Mora,La Carita,5056
Primer Dia de Clases,Mora,Afuego,4288
Primer Dia de Clases,Mora,Fin del Mundo,84991
Primer Dia de Clases,Mora,Pégate - Remix,198463
Volando,Mora,Volando - Remix,264210
DUMMY BOY,6ix9ine,FEFE,30016
DUMMY BOY,6ix9ine,FEFE,75221
Primer Dia de Clases,Mora,Tuyo,313291
Algo Mágico,Rauw Alejandro,Algo Mágico,261603
Algo Mágico,Rauw Alejandro,Algo Mágico,261603
Happier Than Ever,Billie Eilish,Billie Bossa Nova,10890
Pony,Rex Orange County,Pluto Projector,5735
Pony,Rex Orange County,Pluto Projector,2484
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Happier Than Ever,Billie Eilish,Billie Bossa Nova,48201
FOUR,One Direction,Fool's Gold,58816
Volví,Aventura,Volví,0
Algo Mágico,Rauw Alejandro,Algo Mágico,104956
Primer Dia de Clases,Mora,Tuyo,472330
Volando,Mora,Volando - Remix,166651
Algo Mágico,Rauw Alejandro,Algo Mágico,1023
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Pony,Rex Orange County,Pluto Projector,8590
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Pony,Rex Orange County,Pluto Projector,223166
Planet Her,Doja Cat,Imagine,148253
Planet Her,Doja Cat,Kiss Me More (feat. SZA),208666
Planet Her,Doja Cat,Payday (feat. Young Thug),212946
Happiness Begins,Jonas Brothers,Sucker,181026
Planet Her,Doja Cat,Need to Know,10523
Planet Her,Doja Cat,Ain't Shit,174253
Planet Her,Doja Cat,Options (feat. JID),159160
Planet Her,Doja Cat,You Right,186173
Planet Her,Doja Cat,Get Into It (Yuh),138293
Bad Blood,Taylor Swift,Bad Blood,200106
Planet Her,Doja Cat,Woman,172626
Colores,J Balvin,Negro,182093
Planet Her,Doja Cat,Alone,153847
Planet Her,Doja Cat,Been Like This,177373
Planet Her,Doja Cat,Get Into It (Yuh),138293
Planet Her,Doja Cat,Need to Know,210560
Planet Her,Doja Cat,Woman,172626
Planet Her,Doja Cat,Naked,223560
Planet Her,Doja Cat,Naked,223560
Planet Her,Doja Cat,I Don't Do Drugs (feat. Ariana Grande),188893
Planet Her,Doja Cat,Love To Dream,216853
Planet Her,Doja Cat,Payday (feat. Young Thug),212946
Primer Dia de Clases,Mora,Tuyo,213888
Velitas,Darell,Velitas,120255
Happier Than Ever,Billie Eilish,Billie Bossa Nova,3668
Netflixxx,Brytiago,Netflixxx,35114
Toda Remix,Alex Rose,Toda Remix - Remix,344789
Si Se da Remix,Myke Towers,Si Se Da - Remix,275977
"La Curiosidad (Blue Grand Prix Remix) [feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi]",Jay Wheeler,"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",382555
"La Curiosidad (Blue Grand Prix Remix) [feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi]",Jay Wheeler,"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",5738
Platonicos,Jay Wheeler,La Curiosidad,213037
"La Curiosidad (Blue Grand Prix Remix) [feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi]",Jay Wheeler,"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",382555
Velitas,Darell,Velitas,1280
Platonicos,Jay Wheeler,La Curiosidad,7189
Algo Mágico,Rauw Alejandro,Algo Mágico,533
Primer Dia de Clases,Mora,Tuyo,1130
Algo Mágico,Rauw Alejandro,Algo Mágico,320
Toda Remix,Alex Rose,Toda Remix - Remix,1813
Velitas,Darell,Velitas,225542
Tak Tiki Tak,Harry Nach,Tak Tiki Tak,212406
Si Se da Remix,Myke Towers,Si Se Da - Remix,332240
YHLQMDLG,Bad Bunny,Si Veo a Tu Mamá,3233
Primer Dia de Clases,Mora,Tuyo,269714
Volando,Mora,Volando - Remix,273474
Motivando a la Yal,Zion & Lennox,Yo Voy (feat. Daddy Yankee),232019
Timelezz,Jhayco,Mi Vicio,220533
Historias de un Capricornio,Arcángel,Infeliz,176750
Algo Mágico,Rauw Alejandro,Algo Mágico,158976
Velitas,Darell,Velitas,225542
YHLQMDLG,Bad Bunny,Si Veo a Tu Mamá,129658
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",242983
Indigo,Chris Brown,No Guidance (feat. Drake),260640
Jungle Rules,French Montana,Unforgettable,233901
Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,Plain Jane REMIX (feat. Nicki Minaj),227105
Beach House 3,Ty Dolla $ign,Droptop in the Rain (feat. Tory Lanez),3681
Culture II,Migos,MotorSport,2083
Pony,Rex Orange County,Pluto Projector,138599
Roy Pablo,boy pablo,"Dance, Baby!",198000
Roy Pablo,boy pablo,imreallytiredthisdaysucks,100922
Happier Than Ever,Billie Eilish,Billie Bossa Nova,10240
Pony,Rex Orange County,Pluto Projector,66060
Peligro,Reik,Tu Mirada,5758
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,159133
Sob Rock,John Mayer,Carry Me Away,4016
Dancing with my phone,HYBS,Dancing with my phone,1277
I Love You.,The Neighbourhood,Sweater Weather,812
"Superclean, Vol. II",The Marías,Over the Moon,1625
SOUR,Olivia Rodrigo,drivers license,1044
Doo-Wops & Hooligans,Bruno Mars,Marry You,835
Know.,Jason Mraz,Have It All,510
Doo-Wops & Hooligans,Bruno Mars,Marry You,167991
Isles Of Wonder: Music For The Opening Ceremony Of The London 2012 Olympic Games,David Bowie,Heroes,32789
Young Jefe,Shy Glizzy,White Girl,197471
Young Jefe,Shy Glizzy,White Girl,197471
Pony,Rex Orange County,Pluto Projector,267520
Parachutes,Coldplay,Sparks,227093
Troubadour,K'NAAN,Bang Bang,186533
Reik,Reik,Yo Quisiera,217986
Peligro,Reik,Tu Mirada,13384
Reik,Reik,Yo Quisiera,1695
Troubadour,K'NAAN,Bang Bang,186533
Reik,Reik,Yo Quisiera,14306
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),1300
Todo Lo Mio,Myriam Hernandez,El Hombre Que Yo Amo,1253
Dua Lipa,Dua Lipa,IDGAF,975
La Trenza,Mon Laferte,Flaco,1509
Fine Line,Harry Styles,Golden,1695
Beauty Behind The Madness,The Weeknd,Angel,2391
JESUS IS KING,Kanye West,God Is,3552
Cigarettes After Sex,Cigarettes After Sex,K.,2089
fever dream,mxmtoon,fever dream,196480
the masquerade,mxmtoon,unspoken words,246626
BALLADS 1,Joji,SLOW DANCING IN THE DARK,11375
Scaled And Icy,Twenty One Pilots,Saturday,719
Scaled And Icy,Twenty One Pilots,Good Day,105232
Everything's Kool & The Gang,Kool & The Gang,Cherish,260600
Everything's Kool & The Gang,Kool & The Gang,Celebration,100914
The Very Best Of Kool & The Gang,Kool & The Gang,Joanna - Single Version,239626
Velitas,Darell,Velitas,218666
Toda Remix,Alex Rose,Toda Remix - Remix,367680
Si Se da Remix,Myke Towers,Si Se Da - Remix,330474
Toda Remix,Alex Rose,Toda Remix - Remix,359627
Toda Remix,Alex Rose,Toda Remix - Remix,341
Toda Remix,Alex Rose,Toda Remix - Remix,367680
The Very Best Of Kool & The Gang,Kool & The Gang,Hollywood Swinging,157280
Tak Tiki Tak,Harry Nach,Tak Tiki Tak,212406
Tu Peor Error,Darell,Tu Peor Error,260645
Platonicos,Jay Wheeler,La Curiosidad,146152
"La Curiosidad (Blue Grand Prix Remix) [feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi]",Jay Wheeler,"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",326634
Timelezz,Jhayco,Ley Seca,7082
Timelezz,Jhayco,Dale Como Es,3181
Everything's Kool & The Gang,Kool & The Gang,Cherish,260600
Isles Of Wonder: Music For The Opening Ceremony Of The London 2012 Olympic Games,David Bowie,Heroes,56595
Timelezz,Jhayco,Mi Vicio,220533
Timelezz,Jhayco,Dale Como Es,103114
Pony,Rex Orange County,Pluto Projector,216154
Timelezz,Jhayco,Mi Vicio,21873
Pony,Rex Orange County,Pluto Projector,267520
Pony,Rex Orange County,Pluto Projector,267520
Timelezz,Jhayco,Mi Vicio,220533
Pony,Rex Orange County,Pluto Projector,354089
Care Package,Drake,Can I,140200
Views,Drake,Hotline Bling,96746
Dark Lane Demo Tapes,Drake,Chicago Freestyle (feat. Giveon),0
The Truth Hurts,Drakeo the Ruler,Talk To Me,7232
You’re Mines Still (feat. Drake),Yung Bleu,You’re Mines Still (feat. Drake),7679
Certified Lover Boy,Drake,Love All (with JAY-Z),8639
Certified Lover Boy,Drake,Knife Talk (with 21 Savage ft. Project Pat),14442
Certified Lover Boy,Drake,Yebba’s Heartbreak,2154
Take Care,Drake,Headlines,150762
More Life,Drake,Fake Love,7125
Nothing Was The Same,Drake,All Me,1856
Relapse: Refill,Drake,Forever,60351
Scorpion,Drake,Nice For What,0
Last Day Of Summer,Summer Walker,Girls Need Love (with Drake) - Remix,5162
Timelezz,Jhayco,Mi Vicio,220533
Timelezz,Jhayco,Mi Vicio,69909
Timelezz,Jhayco,Mi Vicio,219106
Timelezz,Jhayco,Ley Seca,278274
Everything's Kool & The Gang,Kool & The Gang,Cherish,260600
Isles Of Wonder: Music For The Opening Ceremony Of The London 2012 Olympic Games,David Bowie,Heroes,66022
Roy Pablo,boy pablo,"Dance, Baby!",84149
Troubadour,K'NAAN,Bang Bang,186533
Reik,Reik,Yo Quisiera,213743
Peligro,Reik,Tu Mirada,200000
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,BOOKER T,156430
Masked Monkey Awakening,Hello Sleepwalkers,Goya No Machiawase,37239
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,BOOKER T,2600
Peligro,Reik,Tu Mirada,1277
Reik,Reik,Yo Quisiera,534
Troubadour,K'NAAN,Bang Bang,311108
Reik,Reik,Yo Quisiera,217986
Peligro,Reik,Tu Mirada,200000
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,BOOKER T,35013
SINO,Café Tacvba,Quiero Ver,205573
SINO,Café Tacvba,Quiero Ver,205573
SINO,Café Tacvba,Quiero Ver,205573
SINO,Café Tacvba,Quiero Ver,11923
Closer,The Chainsmokers,Closer,3738
Planet Her,Doja Cat,Kiss Me More (feat. SZA),5990
Yonaguni,Bad Bunny,Yonaguni,5479
Expressions,Mariya Takeuchi,Plastic Love,835
I'm Sure,Harmless,Swing Lynn,321438
Expressions,Mariya Takeuchi,Plastic Love,819
I'm Sure,Harmless,Swing Lynn,56424
Timelezz,Jhayco,Mi Vicio,220533
Everything's Kool & The Gang,Kool & The Gang,Cherish,557
Everything's Kool & The Gang,Kool & The Gang,Cherish,260600
Everything's Kool & The Gang,Kool & The Gang,Cherish,260600
Everything's Kool & The Gang,Kool & The Gang,Cherish,260600
Everything's Kool & The Gang,Kool & The Gang,Cherish,50366
"La Curiosidad (Blue Grand Prix Remix) [feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi]",Jay Wheeler,"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",463630
"La Curiosidad (Blue Grand Prix Remix) [feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi]",Jay Wheeler,"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",832
Timelezz,Jhayco,Mi Vicio,414970
Troubadour,K'NAAN,Bang Bang,136579
Troubadour,K'NAAN,Bang Bang,49962
Troubadour,K'NAAN,Bang Bang,186533
Troubadour,K'NAAN,Bang Bang,186533
Troubadour,K'NAAN,Bang Bang,186533
Fórmula Vol. 1 (Deluxe Edition),Romeo Santos,La Bella Y La Bestia,247829
Fórmula Vol. 1 (Deluxe Edition),Romeo Santos,La Bella Y La Bestia,5717
Troubadour,K'NAAN,Bang Bang,68782
Troubadour,K'NAAN,Bang Bang,118007
Troubadour,K'NAAN,Bang Bang,116873
Planet Her,Doja Cat,Woman,172626
Nothing Was The Same,Drake,"Hold On, We're Going Home",859
En Français,Pomplamoose,Les Champs-Elysées,20620
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),487
La Trenza,Mon Laferte,Mi Buen Amor,1207
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),204763
La Trenza,Mon Laferte,Mi Buen Amor,182045
Pom Poms,Jonas Brothers,Pom Poms,928
El Tiempo Locura Todo,Jósean Log,Pruébame a Ti,4017
LM5 (Deluxe),Little Mix,Told You So,673
Mad at Disney,salem ilese,Mad at Disney,136838
La Trenza,Mon Laferte,Flaco,256773
"Fijación Oral, Vol. 1",Shakira,Dia de Enero,173133
Parachutes,Coldplay,Yellow,227920
Unapologetic,Rihanna,Loveeeeeee Song,136064
Fórmula Vol. 1 (Deluxe Edition),Romeo Santos,La Bella Y La Bestia,267439
Fórmula Vol. 1 (Deluxe Edition),Romeo Santos,Promise (feat. Usher),252253
Volví,Aventura,Volví,230125
El Momento,Jowell & Randy,Sólo Por Ti,21687
"Fórmula, Vol. 2 (Deluxe Edition)",Romeo Santos,Necio (feat. Carlos Santana),220010
The New Abnormal,The Strokes,Not The Same Anymore,194908
Triplbt Theme,jagger finn,Vas,90323
Triplbt Theme,jagger finn,Vas,6861
The Papercut Chronicles,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,243773
The Papercut Chronicles,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,2531
Prince Royce,Prince Royce,Rechazame,81941
YHLQMDLG,Bad Bunny,La Zona,1045
YHLQMDLG,Bad Bunny,La Zona,136892
Soltera (Remix),Lunay,Soltera (Remix),266086
YHLQMDLG,Bad Bunny,Que Malo,167975
Me Mata,Bad Bunny,Me Mata,1450
Chambea,Bad Bunny,Chambea,30329
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),11797
Bellacoso,Residente,Bellacoso,257864
Sexto Sentido (feat. Bad Bunny),Gigolo Y La Exce,Sexto Sentido (feat. Bad Bunny),227291
LAS QUE NO IBAN A SALIR,Bad Bunny,SI ELLA SALE,143240
Gangalee,Farruko,La Cartera,133344
The New Abnormal,The Strokes,Not The Same Anymore,259320
The New Abnormal,The Strokes,Ode To The Mets,351786
The New Abnormal,The Strokes,Ode To The Mets,38598
The New Abnormal,The Strokes,The Adults Are Talking,21060
Volví,Aventura,Volví,1813
Vete,Bad Bunny,Vete,190848
DÁKITI,Bad Bunny,DÁKITI,178359
Volví,Aventura,Volví,6101
X 100PRE,Bad Bunny,Otra Noche en Miami,9393
No Me Conoce,Jhayco,No Me Conoce - Remix,307546
Callaita,Bad Bunny,Callaita,243520
Hot Pink,Doja Cat,Streets,225280
"Fórmula, Vol. 2 (Deluxe Edition)",Romeo Santos,Necio (feat. Carlos Santana),11626
Fórmula Vol. 1 (Deluxe Edition),Romeo Santos,La Bella Y La Bestia,236106
"Fórmula, Vol. 2 (Deluxe Edition)",Romeo Santos,Odio (feat. Drake),146986
Fórmula Vol. 1 (Deluxe Edition),Romeo Santos,La Bella Y La Bestia,72746
The New Abnormal,The Strokes,Not The Same Anymore,337333
The Very Best Of Kool & The Gang,Kool & The Gang,Joanna - Single Version,13026
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Get Rich Or Die Tryin',50 Cent,In Da Club,2581
Pony,Rex Orange County,Pluto Projector,267520
Parachutes,Coldplay,Sparks,227093
Troubadour,K'NAAN,Bang Bang,186533
Reik,Reik,Yo Quisiera,217986
Peligro,Reik,Tu Mirada,108005
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,BOOKER T,1060
Masked Monkey Awakening,Hello Sleepwalkers,Goya No Machiawase,1270
~how i'm feeling~,Lauv,Julia,1040
The Prelude,Pink Sweat$,At My Worst,900
LAST CHRISTMAS,Wham!,Last Christmas,110
Game Over,cansisco,did u miss me?,200
basic girl,cansisco,basic girl,960
Dancing with my phone,HYBS,Dancing with my phone,220
Sob Rock,John Mayer,Carry Me Away,340
"Superclean, Vol. II",The Marías,Over the Moon,1110
Dancing with my phone,HYBS,Dancing with my phone,160
Sob Rock,John Mayer,Carry Me Away,159133
Dancing with my phone,HYBS,Dancing with my phone,203532
"Superclean, Vol. II",The Marías,Over the Moon,182900
I Love You.,The Neighbourhood,Sweater Weather,240400
SOUR,Olivia Rodrigo,drivers license,242013
Doo-Wops & Hooligans,Bruno Mars,Marry You,230192
Know.,Jason Mraz,Have It All,226106
Everyday Is Christmas,Sia,Snowman,165906
Nothing Happens,Wallows,Are You Bored Yet? (feat. Clairo),178000
Cariño,The Marías,Cariño,258713
Planet Her,Doja Cat,Woman,172626
En Français,Pomplamoose,Les Champs-Elysées,184790
Nothing Was The Same,Drake,"Hold On, We're Going Home",44254
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),204763
La Trenza,Mon Laferte,Mi Buen Amor,227586
Pom Poms,Jonas Brothers,Pom Poms,0
Pom Poms,Jonas Brothers,Pom Poms,0
Pom Poms,Jonas Brothers,Pom Poms,121799
Voluma,León Larregui,Locos,6349
The New Abnormal,The Strokes,Not The Same Anymore,3599
The New Abnormal,The Strokes,The Adults Are Talking,309053
The New Abnormal,The Strokes,The Adults Are Talking,309053
The New Abnormal,The Strokes,The Adults Are Talking,126021
The New Abnormal,The Strokes,Ode To The Mets,351786
The New Abnormal,The Strokes,Ode To The Mets,2514
The New Abnormal,The Strokes,Ode To The Mets,26308
Troubadour,K'NAAN,Bang Bang,82755
Sob Rock,John Mayer,Carry Me Away,152160
The Marshall Mathers LP2,Eminem,Headlights,19202
Laugh Now Cry Later (feat. Lil Durk),Drake,Laugh Now Cry Later (feat. Lil Durk),126989
Permission to Dance,BTS,Permission to Dance,79365
Get Rich Or Die Tryin',50 Cent,In Da Club,165698
Fórmula Vol. 1 (Deluxe Edition),Romeo Santos,La Bella Y La Bestia,236106
"Fórmula, Vol. 2 (Deluxe Edition)",Romeo Santos,Necio (feat. Carlos Santana),12671
Fórmula Vol. 1 (Deluxe Edition),Romeo Santos,La Bella Y La Bestia,160869
null,null,null,174106
null,null,null,119846
null,null,null,174106
null,null,null,174106
null,null,null,76595
SUCKER,Charli XCX,Doing It (feat. Rita Ora),213159
Tribute,John Newman,Love Me Again,239894
Tribute,John Newman,Love Me Again,239894
Tribute,John Newman,Love Me Again,222729
Love Me Again,John Newman,Love Me Again - Vice Remix,3599
The New Abnormal,The Strokes,Not The Same Anymore,11470
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Pony,Rex Orange County,Pluto Projector,267520
Parachutes,Coldplay,Sparks,227093
Troubadour,K'NAAN,Bang Bang,181851
Reik,Reik,Yo Quisiera,1648
Peligro,Reik,Tu Mirada,1160
EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,BOOKER T,696
~how i'm feeling~,Lauv,Julia,580
Masked Monkey Awakening,Hello Sleepwalkers,Goya No Machiawase,371
The Prelude,Pink Sweat$,At My Worst,696
basic girl,cansisco,basic girl,1300
LAST CHRISTMAS,Wham!,Last Christmas,603
Game Over,cansisco,did u miss me?,371
Sob Rock,John Mayer,Carry Me Away,975
Dancing with my phone,HYBS,Dancing with my phone,835
Sob Rock,John Mayer,Carry Me Away,155132
Dancing with my phone,HYBS,Dancing with my phone,1207
"Superclean, Vol. II",The Marías,Over the Moon,1973
I Love You.,The Neighbourhood,Sweater Weather,905
SOUR,Olivia Rodrigo,drivers license,1021
Doo-Wops & Hooligans,Bruno Mars,Marry You,1486
Know.,Jason Mraz,Have It All,2786
Everyday Is Christmas,Sia,Snowman,3320
Nothing Happens,Wallows,Are You Bored Yet? (feat. Clairo),2113
Cariño,The Marías,Cariño,2623
Planet Her,Doja Cat,Woman,952
